,Reviews,Ratings,Sentiment
255,The rate of interest  was very high hence not taken this loan of Tata Capital Ltd  and documents  not submitted . I have just uploaded the  documents through  online.The  agent gave a clear picture about the loan process banker has  not shared  any information  about the loan process .The rate of  interest should be reduced that is my suggestion.,5.0,1
256,I was applied a personal loan from HDFC through online. The rate of interest of around 14% which is high for my needs. So I contact banker to negotiate but they didn't do. The amount was sufficient for the loan amount with tenure period of 4 years. But due to high rate of interest closed the loan process from my end.,3.0,0
257,My personal loan journey with HDFC Bank was really convenient.The rate of interest and the processing fee was good and this loan was sanctioned on time.This loan was a pre approval loan and also paperless approval since have salary account .I am paying the premium on EMI basis only .,5.0,1
258,I have a existing account of HDFC for almost 10 years. They are providing me a quickest loan services. They have provided me a interest rate of 11% but i have rejected the loan due to higher interest rates. Provided loan amount was good. I have selected the duration of 4 years close the loan.,4.0,1
259,On 2 months back I got a personal loan offer from HDFC through online. For the verification process banker has asked to submit the current address proof but I have submitted my rental agreement which they haven't accepted and I don't have any other proof so the loan process was closed from bank end. The rate of interest is nominal. The amount was sufficient of 2L with tenure period  of 3 years. They have provided pre closure option.,2.0,0
260,I have applied TATA Capital Ltd personal loan through online. This loan was not availed since not processed .I was not having any issues with the rate of interest and the processing fee. I have submitted documents through the agent. The verification was done by the agent. I would suggest they need to do proper verification.,1.0,0
261,I have availed personal loan through HDFC Bank .This loan was sanctioned based on my requirement and the rate of interest and the processing fee was nominal.This loan is still active on my account and the premium is paid on EMI basis .There is no extra charges if pay the premium on delay basis .I am paying the premium before due date .,5.0,1
262,"I have applied a personal loan from INDUSIND Bank through online. They said my CREDIT SCORE is very low  and also i given all my documents like address proof, id proof, bank statement . Verification call done, after that they said credit card application has been closed.",1.0,0
263,I have not availed a personal loan through TATA Capital Ltd since the amount was sanctioned from some other source. I am not having any issues so far with the rate of interest.  I have submitted documents and there was proper follow up and callback was there.  I am really satisfied with the service  so far.,5.0,1
264,I have applied HDFC personal loan through online. I have not availed this loan since got the loan from some other source.The rate of interest and the processing fee was moderate. I have not submitted any of my documents .I am really satisfied with the service so far .,4.5,1
265,I have applied INDUSIND  personal loan through online .The rate of interest was medium since lesser amount was sanctioned  but i was looking for higher. I have submitted the documents .There was proper callback as well as follow up from bank end  and also through online got callback and response.  The service was quite average according to my experience.,1.0,0
266,"I have applied a personal loan from TATA CAPITAL and the loan amount was Rs. 1.92L but they given only Rs. 1.26L. Documentation was very simple executive collected and i received within 10-15 days, the rate of interest  was higher 18% and I am paying EMI - 4550, the customer service was good.",4.0,1
267,I have done pre closure by last September  with no charge  for a personal loan which I have applied from Home Credit. I have taken a loan on February month of 2019. The rate of interest was very high due to that reason I have done pre closure the loan.  The tenure period of 3 years. The processing fee of 1500 rupees. EMI need to pay f 2968 rupees. Once closed the loan I got NOC letter  through online.,5.0,1
268,I have taken personal loan through HDFC Bank through online .The rate of interest and the processing fee was nominal .The loan process was clearly explained by the agent .This loan was sanctioned on correct time and i have taken this loa for personal use .I have submitted the documents through the agent only.,2.0,0
269,"Not even a single call I get from HDFC for the verification process which I have applied a personal loan through online. The loan amount was sufficient with tenure period of 36 months. The rate of interest of  17.6%  which is high, I was expecting less than 10%.  The loan process was closed from bank and not shared the reason.",2.0,0
270,"HDFC has provided the personal loan through online. But I am unhappy for the loan amount because I was expecting 4L but they can approve only 1.75L which is not sufficient, tenure period of 3 years I preferred ,  but provided  for 4 years which is high. The rate of interest of  13% is nominal. I can close the loan after one year. Due to low  loan amount and high tenure period I have not processed the loan.",3.0,0
271,I have taken Home Credit India Finance Private Ltd personal loan through online .This loan was was availed only for my personal use .The rate of interest and the processing fee was nominal .I am paying the premium on EMI basis and submitted the required documents through the agent.The overall service was pretty good according to my experience.,5.0,1
272,I have applied for Tata Capital Ltd personal loan through online .I have not availed this loan since the rate of interest was very high .I have not submitted any of my documents and the agent gave a clear picture about the loan process.If the rate of interest is reduced to 10 % to 11 % it will be good this was my suggestion.,3.0,0
273,I have taken personal loan directly through ICICI Bank. The rate of interest was 15.5% it was medium and other bank not given this much interest rate so  availed this loan. The loan was sanctioned on time without  any issues.This loan was taken for my personal use only.,5.0,1
274,"The rate of interest was high of 16% which offered from HDFC. I have applied a personal loan on 2 months back. I was looking for an interest rate of  8-9% only. It was delayed to get a call after  7-10 days and there is  no proper response as well, The loan amount was sufficient, need to close the loan by  3 years. But due to high rate of interest closed the loan process from my end.",5.0,1
275,"I am not satisfied with SBI service. I have taken a personal loan on 3 months back, I got this loan offer from bank. The loan amount was sanctioned of 3.5L with tenure period of  5 years. The rate of interest is nominal and fee was applicable of  3,500 rupees.  Through mobile app processed was done for the loan. EMI need to pay of  6,500 rupees.",3.0,0
276,"HDFC has provided a personal loan  offer through online.       But the amount was low when compared to my requirements, even though I have proceed the process for further with tenure period of  5 years. The rate of interest of  15.5% which is high.  Due to high interest I have closed the loan process from my end.",4.0,1
277,I have applied for HDFC Bank personal  loan through online .I have not availed this loan since no requirement at that time .The rate of interest and the processing fee was very high .I have not submitted any of my documents .There was proper callback and response from bank end as well as got the  follow up through online .,4.0,1
278,I have applied for HDFC Bank personal loan through online .I have not availed this loan since taken the loan from some other source.I have not submitted any of my documents .There was proper callback as  well as follow  up from bank end .Customer service was really good and satisfied with the service .,5.0,1
279,I have applied for HDFC Bank personal loan through online .I have  not taken this loan since no acknowledgement from bank end as well as from online  due to this reason i have not availed this loan .There should be some notification if apply for any products through online .,4.0,1
280,I have applied a personal loan from HDFC through  online.       Not availed this loan since my salary was very less.  I have not submitted any of my documents .  There was proper callback as well as follow up from bank end. Even got the update stating unable to process the loan from bank end as well as online .,5.0,1
281,I have applied a personal loan from HDFC  through online.       I have not availed this loan since shifted my residence from Mumbai to Chennai. I was not having difficulties with the rate of interest and the processing fee .There was proper callback and follow up from bank end  as well as from online .,5.0,1
282,The rate of interest was medium when applied this HDFC bank personal loan . This loan got sanctioned on proper time frame .This premium was paid on EMI basis and everything was good to me so far .This loan was availed for medical purpose and everything was good and document was submitted through the agent .,4.5,1
283,"HOME CREDIT has provided a personal loan on one year back. An interest rate is very high for this loan. So I contact customer care regarding for interest rate but they haven't negotiated. Already I had taken 2 loans,  first amount of 80K, then 23K I have done top up, once I closed both loans. They have provided a new loan and sanctioned the amount of  1.5L. . EMI need to pay of 5,978 rupees  for 48 months. Though  interest was high  I have taken this loan for an emergency purpose. I can close this loan at any time without  no charges.  I am satisfied with their service.",1.0,0
284,"I have applied  CITI Bank personal loan through online. The rate of interest was high when compared  to other bank, they have not given any calls, messages or mail. This application got closed , the customer service and responsiveness are good.",4.0,1
285,"I got a personal loan offer from HDFC through online. The rate of interest and processing fee both are high in which I felt unhappy with it. The process was okay during the verification process they asked me to submit the payslip, since I got a salary in cash, so I am unable to provide it. Hence the process was closed from bank end.  The amount was okay with tenure period 4 years. There is locking period of  6 months for pre closure.",5.0,1
286,I have applied for HDFC Bank personal loan through online .There was no requirement hence not taken this loan and there was no issues with the rate of interest and the processing fee .There was proper callback and follow up from bank end as well as from online .I am convenient with the overall service .,5.0,1
287,"HDFC has provided rate of interest and processing fee was  okay. I have to keep on follow up the customer support for my loan application process. It would be great, if they could followup the customer. They took almost 15 days to sanction the loan.There is option of pre closure. I am not getting remainder message for  payment.I use to pay EMI of 5,400 rupees.",4.0,1
288,I have approached HDFC Bank for my personal loan through online .I have not availed this loan since don't have current address proof. The rate of interest  and the processing fee was not an issue. I have not submitted any of my documents. There was proper notification from bank end.,4.0,1
289,"HDFC has provided a good loan amount offer through online. So I have applied on 2 months back. I got a call on delay from bank took minimum 10 days, the loan amount which was offered sufficient with tenure 2 years. The rate of interest was 14%. Bank has closed the loan process but not shared the reason. I would request they need to share the reason to customer for closed status.",1.0,0
290,I have taken personal loan from Incred directly through online .The  rate of interest and the processing fee was very high which am unhappy .This loan was sanctioned on time but rate of interest was not clearly informed and there was some variation . I would suggest them to provide proper update and the rates to be lesser.,4.0,1
291,"I have applied a personal loam from INDUSIND Bank, they asked so many things for the documentation process. Then I have given EB bill, address proof, id proof after that i didn't get any calls that my loan has been closed. Even, I found rate of interest was high 14-15%.",2.0,0
292,I have applied HDFC Bank personal loan through online and it got closed because I don't have proper bank statement and payslip to complete the process. Hence have not given any documents to the bank . Customer service and responsive part was good.,5.0,1
293,"I have applied a personal loan with HDFC bank through online. Then I got a call on time from their end for further process. The amount was sanctioned on time without any delay. I have chosen tenure period of  5 years. The rate of interest of 12.25 % which is high. There is locking period of   one year fore pre closure of the loan but charge is high so I wont prefer it. Since already I am holding an account with them, so that the process would be easy to complete on time. Hence I chosen this bank.",4.0,1
294,"From HDFC, i have applied a personal loan directly through bank. The loan amount was Rs. 1.38L and the rate of interest was high 14.75%, EMI is Rs.3277 with the tenure 5 years. Currently my loan is  running from 4-5 months , pre closure charge is not applicable, customer service was good.",4.0,1
295,"HDFC is a very good bank, their executive is understanding the customer concern and ready to help at any time. I have taken a personal loan from HDFC Bank and the rate of interest was very high, need to decrease the interest rate. Documentation was simple.",1.0,0
296,I have applied for Incred personal loan through online .The rate of interest was 18% and later it was 24% this is not good. This loan got sanctioned on time hidden charges are there  and i have taken 1lakh for the tenure of 2years but after deduction of charges got Rs. 92000 this was the issue .I have  submitted the documents through the agent well uploaded documents  .The rate of interest should be reduced  then it will be good .,3.0,0
297,"HDFC has offered a personal loan. So I have applied through online.  The loan amount was fine and I was applied for the tenure period of 5 years.  The process was lengthy when compared to other bank. The rate of interest of 11.5% which is high as per my need.  Since I got loan amount from AXIS  bank within few days, so due to that reason I have closed this loan process from my end. I am unhappy with their service as well.",4.0,1
298,My Incred personal loan was got on time without any  hassles .The rate of interest was not at all shared when applied for this loan. Later when I enquired the rate of interest and the processing fee was very high that was the issue which could have been informed earlier. I have submitted as well as uploaded the documents .,4.0,1
299,"From INDUSIND Bank, i have applied a personal loan and it got closed. Meanwhile I got a loan from other bank with the less rate of interest around 10.99% but here 13%  its too high. I have not given any documents and they are given a very good service.",4.0,1
300,I have  taken personal loan through Incred .The rate of interest was very high  but due to requirement have availed this loan instead of asking help from someone it was well and good to me .The loan process was completely satisfied .The agent clearly explained the whole process of this loan.,5.0,1
301,I really enjoyed this service when applied for this Citi bank personal loan .The  rate of  processing was quite good compared to other bank.The loan got sanctioned on time and paying the premium on EMI basis without any delay. The process was hassle free and much comfortable as well.,5.0,1
302,"I have applied HDFC Bank personal loan through online and i have given all my documents.  Bank end they closed this application but exactly i don't know the reason, i have not received any calls or message and mail which they need to inform the customer. Customer service was good.",5.0,1
303,"I have taken a personal loan from HDFC Bank and the loan amount was Rs. 1.12L. The rate of interest was normal 12% and i have taken the tenure period of 4 years,  emi is Rs.2890. Documentation was simple, it was collected by the executive. I received the loan within 2 days, customer service was good.",5.0,1
304,I have taken a personal loan from INDUSIND Bank through online and the loan amount was Rs. 1L. Documentation was very easy process and i upload through online and i received this loan within a week.  Customer service was good and i am paying EMI  2263 with the tenure of  5 years.,4.0,1
305,"I got a call on delayed basis from HDFC  for a personal loan process, it took almost 15-20 days for further verification. The process was done smoothly.  The loan amount which was offered fine for tenure period of 5 years.  The rate of interest was high around 17%  they haven't negotiated as well.  There is pre closure option and applicable after one year. There is no specific reason for cancelling this loan since am not interested.",3.0,0
306,"I have taken a personal loan from KOTAK MAHINDRA Bank directly. The loan amount was Rs. 2L and the rate of interest was high EMI 6200, pre closure charges are there after 1 year. Documentation was done within 2-3 minutes, customer service was good.",5.0,1
307,"I have taken a TATA CAPITAL personal loan and the loan amount was Rs. 3L and the rate of interest was high 17.9%. EMI i am paying Rs. 8733,  documents was send via mail and also executive collected. Customer service and responsiveness was good.",4.0,1
308,I have taken a personal loan from from HDFC bank on 7 months back. I got this loan offer  directly from bank end.   The amount which was sanctioned was sufficient with tenure period is fine from my end. The rate of interest is nominal. There is pre closure option after one year.,5.0,1
309,"For the marriage purpose, i have applied the personal loan. HDFC customer support is really good so that i availed the loan with them and i have a account with them all the process has been good. I applied the loan amount of Rs. 3 lakh with the interest rate of 13%. They are doing proper follow up and done the verification also.",4.0,1
310,Canara Bank interest rate is very high and their documentation process also very tough. This is my salary account so that they have contacted me to take the loan. Got the loan amount of Rs. 5 lakhs and the offered interest was 14.75%. I have been paying the EMI amount of Rs. 10500 approximately for the duration of about 5 years.,3.0,0
311,Indusind bank is offering me a lowest interest rate this is the only reason for selecting the personal loan with them. I was trying for more than Rs. 10 lakhs and they were offering me 11% interest rate. I was looking for 14 lakhs but they could give me only Rs. 10 lakhs hence i have rejected the loan from my end.,4.0,1
312,My colleague told me that i will get a pre-approved loan since i have a salary account with Indusind Bank hence they treated me as a priority customer. Interest rate is fine for me. The way processed loan was totally different. I have not filled the application on my own even the loan disbursal they were asking my appointment letter.,3.0,0
313,"For a business purpose, i have applied the personal loan from HDFC because i already have a account with them. I opted the loan amount of Rs. 3 lakh. The loan is not processed because i denied the loan due to the higher interest rate since they charged me 17% interest rate. I didn't go for the documentation process.",3.5,0
314,My salary account is in HDFC and all the facility has been good so that i have availed the loan for my home renovation and other purpose. I applied the loan amount of Rs. 3 lakhs and the rate of interest was approximately 14%. People came to my place for collecting the documents after that there is no proper follow up from the bank end.,4.5,1
315,Interest rate is very low when i differentiate with other banks and the EMI cost was nominal so that i applied the personal loan with HDFC bank. I had applied the loan amount of 2 to 3 lakhs. They offered me an interest rate of 11% to 13%. My bike loan EMI is pending which reflects in my credit score hence bank rejected the personal loan application.,4.0,1
316,"Compared to other bank personal loan, Incred is better on good customer care whenever I'm calling them for any enquiry. Their service is very fast. For the marriage expenses, i have applied this loan. Even interest rate is very low and repayment option is easy.",4.5,1
317,"I have applied the personal loan for the house renovation. As per my salary, HDFC loan was suitable for me so that i have availed the loan with them. Verification person came to my home address and he doesn't visit to my office address after that i have lost the executive contact number and this loan was cancelled.",3.0,0
318,The only reason for availing the personal loan from ICICI due to the interest rate. The loan process is very fast and the entire communication was good. I got the loan amount of Rs. 5 lakhs with the interest rate of 13%. They taken the minimum amount of processing fee. They do have a pre-closure facility also.,4.5,1
319,"HDFC  is taking lots of interest rate from the customer thats the reason i have bought the personal loan from different bank and the offered interest rate was 15%. In customer care, the response was good. I had a requirement so have applied the loan amount of Rs. 5 lakhs. Finally, i have rejected the loan from my end.",3.0,0
320,"TATA capital, they have provided me a pre-approved personal loan which have processed but later i have given all the documents they are saying that my existing repayment amount is heavy hence they are not ready to provide the same.They have offered me a interest rate of 16%.",1.0,0
321,Taken my personal loan from Paysense and they have collected the documents in online that too minimal. It was processed within a month and the amount also credited to my account within 12 days. They are giving good rate of interest which is 8% to 10%. I will be paying Rs. 5000 to Rs. 6000 extra for the tenure period of 12 months. They have deducted Rs. 1000 for processing fee.,5.0,1
322,"For an emergency basis, i have applied the personal loan from Incred but they were not ready to provide the loan because i do not have any credit card and my salary is not upto Rs. 20000. If i get the loan also, will be pre-closing it in August month. I had applied the loan amount upto Rs. 4 lakh but they have rejected this minimum amount also.",2.0,0
323,"I got the loan option from Indusind bank based on my profile thats the reason, i went with them. I took the loan amount of Rs. 2 lakhs. I have taken 4 years duration to repay the loan. I got the interest rate of 16%. I pay the EMI amount of Rs. 7000 every month. The loan process is taking too much time which can be reduced.",4.0,1
324,"TATA CAPITAL has offered a rate of interest of 17% which is high. I got a call on time from bank and the process was done  smoothly. Once all done, they have sanctioned the loan within 10 days. The amount was requested for 3.5L but I got of 2.5L which is fine for me with tenure period 3 years. The processing  fee was applicable. I am not aware about pre closure option. EMI need to pay of 7,500 rupees.",5.0,1
325,I have taken a personal loan from HOME CREDIT on 2 years back. The rate of interest was lower for this loan and its 13%.  The tenure period was 3 years. EMI amount is Rs.5800 which I use to pay through online.There is no option to preclose this loan.,3.5,0
326,INCRED is doing a good service and the personal loan process was done on time. But after the verification process  and took one month to disburse the loan. The amount of  1L  with tenure period of 2 years. Rate of interest which is very high of 32%. The processing fee applicable of 5600 rupees. There is an option of pre closure after one year. EMI need to pay of 5695 rupees.,2.0,0
327,"I got a call on time from HDFC bank when have applied a personal loan through online. The process was done very smoothly and it takes around 7 days, the amount is sufficient with tenure period of 3 years. The rate of interest was 13-14% and processing fee was applicable.  I get remainder message on time for EMI payment of 6,750 rupees. There is locking period of one year for pre closure with nominal charge.",5.0,1
328,"Its because of easy way to get a loan, I have availed the personal loan with Paysense. I have taken the loan amount of Rs. 1 lakh. They offered me a interest rate of 16% and they charged me a processing fee of Rs. 4000 approximately. I pay the EMI amount of Rs. 6900 for the tenure period of 18 months.",4.5,1
329,"I have taken a personal loan from INCRED through online. They have sanctioned the loan within one week. The loan amount was sufficient of 70k with tenure period of 18months. The rate of interest is floating type 28% and the processing fee was 3, 800 rupees. Pre closure is applicable only after 6 months with nominal charges.  EMI need to pay of  4,800 rupees.",5.0,1
330,I have taken a personal loan from AXIS Bank 2 years ago. The  loan amount was Rs. 1.50L and they given a rate of interest was nominal 14%. I have taken for the tenure of 5 years and i am paying EMI 5500. Customer service and responsiveness was good.,5.0,1
331,"HDFC has delayed for first time to call the customer for further process, actually have applied a personal loan through online.  Then I have been calling them for the next step. I received a call only once after no response from bank which I am unhappy with their service. The loan  was sanctioned for same amount of 7L and the tenure is 3 years, ROI is good  when compared to other bank it is low of 11.47%. EMI need to pay of 23,080 rupees. Processing fee was not applicable. There is pre closure option but locking period is 1 year.",4.5,1
332,"From TATA CAPITAL, i have taken a personal loan and the loan amount was 80K. The rate of interest was too high of 20.49%  for 4 years, EMI is Rs.4600. Customer  service and responsiveness  was good, documentation was collected by executive and i received the card within a day.",5.0,1
333,"I got an offer for a personal loan from TATA CAPITAL as pre approved loan which was applied through online process. But during the verification bank has denied for that application. The process was done from bank and offered low  amount with tenure period of 3 years. The rate of interest of around 14% and fee was applicable. They have not intimate about pre closure option. An interest rate is high, since for an emergency need taken this loan. EMI need to pay of  4,192 rupees.",4.0,1
334,"I have taken a personal loan from HDFC bank through online. The rate of interest 14% which is high. There is locking period of one year for pre closure. I required the loan amount of 1L  but they have sanctioned of  70K with tenure period of 36 months. The processing fee of 4,600 rupees.I use to get message as well mail for  EMI  amount to pay of 2,829 rupees.",4.0,1
335,"In Fullerton, they have given me a loan amount of Rs. 1 lakh after that i have done a top up for Rs. 1 lakh. I have taken this loan for my home renovation. I was eligible only for Fullerton. They have given me a interest rate of 16% which is okay. They are sending the reminders before the due date which is helpful.",4.0,1
336,"The process was very fast and they required very less documents, these are all the main reason for selecting the TATA Capital. I have received a  call from them regarding my income and they have offered me a pre-approved loan worth of Rs. 1 lakhs. They have disbursed the loan amount in 3 days.",4.0,1
337,"I have applied a personal loan from BAJAJ and the loan amount was Rs. 1.15L. The rate of interest was very high 22% with the EMI of 6900 and so far 32 months over another 4 months to go. I applied this loan through online, customer service was not good which they need to improve on.",1.0,0
338,"From TATA CAPITAL, i have taken a personal loan. The loan amount was 1.50L the rate of int was nominal and EMI 8,500 i am paying  with tenure period of 36 months. Documentation was very simple, executive collected and i received within 10 days.",5.0,1
339,"Within 24hours, I got a call on time from INCRED. The process was done on smooth. The loan amount of 1.10L was sanctioned within one day with tenure period of 2 years. Rate of interest is nominal and fee around of 5K. Pre closure is avail after 6 months. EMI need to pay of around of 6200 -6300 rupees.",5.0,1
340,The best from INDUSIND is there is no processing fee for a personal loan hence have approached them through online. The process was done on time.They took around 10-12 days to sanction the loan. The documentation process was bit complicated from my end so it was delayed few days to complete the process. The amount is sufficient and Interest rate of 11.10% was least when compare to other bank. I get remainder call  from them intimated to maintain sufficient balance for EMI payment.  There is locking period of one year for pre closure with charge of 4%. Only the drawback is charge is high for pre closure option,5.0,1
341,"Its because of the less interest rate when i compared to others so that i opted the personal loan with TATA Capital. They have provided me a rate of interest rate of 17.25%. I got the loan amount of Rs. 1.79 lakhs and they have provided me a duration of 4 years. I am paying the EMI amount of 5,550 rupees.",5.0,1
342,"HDFC has delayed to call for documentation process. So I  visited to branch directly and I raised a query for the loan application,  after that they done the process and by 3 days sanctioned the  loan got the sufficient amount with tenure period of 2 years. The rate of interest was 13% and processing  fee of  4K which was deducted. I have no idea about pre closure.  I get remainder message on time for EMI payment of 5K.",4.0,1
343,"For my sister's marriage purpose, i have bought the personal loan. Compared to others, I felt Incred interest rate is less so that i have availed the loan with them. I bought the loan amount of Rs. 1 lakh and they have provided me a duration of 24 months. After i applied, they have credited the money to my account in 12 days. Documentation process was quite smooth.",4.0,1
344,"I have taken a personal loan from INDUSIND Bank and the loan amount was Rs. 1.90L,  interest rate was bit high it was 12% something. Executive collected the documents and within a week i received the loan. Its a 3 years tenure with the EMI of Rs.7000, service was good.",4.5,1
345,"Through online, I got a personal loan offer from TATA CAPITAL. The process was good, I was in need of  maximum amount of  1.75L but they have sanctioned only 1.03L with tenure period of 3 years. It was disbursed within one day.The rate of interest of  22.25% which is high and I spoke to their executive regarding this but they were helpless. The processing fee was 5K. Finally 97K was  credited in my account. There is locking period of pre closure after one year. EMI need to pay of  3,960 rupees.",5.0,1
346,"For the personal requirement, i have taken the personal loan from Indusind bank. They doesn't charged me any processing fee and gave less interest rates. Almost 1 week, they have taken to disburse this loan. I got the interest rate of around 16%. I have been paying the EMI amount of Rs. 13000 by activating the ECS facility. Documentation process was really good.",5.0,1
347,"To clear my other debts, i have taken the personal loan from Shubh loan. It has a more option to select the loan details based on my convenient so that i opted the loan here. I applied the loan amount of Rs. 1 lakh and they gave me a loan of Rs. 1.12 lakhs based on my criteria. I'm not satisfied with the interest rate provided to me because its little bit higher when i compared to the market rates. They have given me only one year to close this loan.",4.0,1
348,"Its because of the lowest interest rate, i have taken the loan amount from HDFC. I got the loan amount of Rs. 1 lakh but i had applied for Rs. 4.5 lakhs and they haven't informed me about the reason of the less disbursal. They gave me a interest rate of 10.75%.  I have been paying the EMI amount of Rs. 2000 for the duration of 2 years.",3.0,0
349,"I got a call on delayed basis from HDFC bank for a personal loan, it took around 2-3 days. The loan amount was sufficient, they have sanctioned by 2 week days and the tenure period is 4 years. The rate of interest is bit high of 13-14%. I am not aware  about  pre closure option. Their service is better than other bank and I get remainder message on time for the payment.",4.0,1
350,"Taken my short term personal loan from Earlysalary and they don't make un-ncessary calls to the customer. Based on the repayment date, they are charging me an interest rate. The process was so simple by just submitting my details on their app got the loan from them and even the closing process is also easy by making a call to their call centre people. Interest rate also nominal.",5.0,1
351,"HDFC have taken lot of time to provide the loan. Customer care, they won't speak in English with the customer which is not convenient. Since the money was necessary so i have got the loan from HDFC and they were keep on changing the loan disbursement date. They are sending the messages to pay EMI and they are making reminder call as well. They did not activated the ECS facility even though i have given a request lots of time in their office. Interest rate was quite high which is 17%.",3.0,0
352,"I have taken a personal loan from INCRED through online. The rate of interest was very high and the EMI starts from FEB month, processing fee amount was Rs. 7800. The amount was Rs. 1.50L and this my first loan i has a good credit score. Customer service was fine.",4.0,1
353,"I got the loan very fast from Incred. Taken the loan amount of Rs. 2 lakhs and they have provided me a 18% interest rate and i have paid the processing fee of Rs. 8000. I opted the loan for 2 years. I have activated the ECS facility for paying my EMI every month. Overall, the loan process was very smooth.",4.0,1
354,I was working in a private partnership firm so no bank is ready to provide the loan hence i don't have any other option so i took the personal loan from Home credit. They took only 2 days to provide this loan. They offered me a interest rate of 25% per annum. I chosen the tenure period of 36 months.,4.0,1
355,"Interest rate is so high with Home Credit personal loan. There is no customer support and branch support in Home credit. After the disbursement, they have informed about their charges. There is a lot of hidden charges like late fee charges and extra processing fee, high interest rate. The loan is still going on and it gets closed after paying 4 EMIs.",4.0,1
356,"I have taken my personal loan from Axis bank because they have offered me this loan because I'm holding a salary account with them and the loan is going to be completed in next 5 months.  Their documentation process was good. I have selected the tenure period of 2 years to close this loan. For the medical purpose, i availed this loan.",5.0,1
357,There is no any particular reason for choosing the personal loan from CITI bank and they have provided me a interest rate of 12%. They are charging me a processing fee of 5%. On time my loan got sanctioned. Documentation process went very well. I have been paying the EMI amount of Rs. 8000 for the loan amount of Rs. 1 lakh with the duration of 1 year.,5.0,1
358,"Chosen my personal loan from CITI bank because they have assigned me a separate customer relative officer for lat 15 years hence its easy to get a loan. They have provided me a top up option also. Since its a salary account with them, till now i have not provided any documents to get a loan.",5.0,1
359,I have already had personal loan in different bank so i have selected HDFC bank. I don't remember about the interest rate. They took almost 20 days to sanctioned this loan. I have selected the duration of 2 years to close this loan. I took the loan amount of Rs. 3 lakhs and my EMI started before 2 months and i have been paying the EMI amount of Rs. 16400.,5.0,1
360,"I got a call on time from TATA CAPITAL for the personal loan application process. They have sanctioned the loan by 5 days with sufficient loan amount of 4L, the tenure period of 5 years. The rate of interest is 10.75 which is low compared from other. The processing  fee deducted for 12K or 13K plus insurance.  EMI need to pay of 11,364 rupees, given pre closure option after 1 year.",5.0,1
361,"It was a great service provided the Kotak Mahindra bank and the executive supported me very well. They have taken a such a long documentation time. For the employee proof, they have asked me a letter from HR hence i have visited their branch to provide the same and his behavior was quite rude. Overall, its a good service.",5.0,1
362,"For the marriage purpose, i had taken the loan personal loan from HDFC and their interest rate also bit low when i compared to others. I have no idea about the interest rate. They have sanctioned the loan as per their promised time. I can do the part payment or pre closure after the lock in period of 1 year. Customer care people are not responding on time when the customer is in need.",5.0,1
363,"For purchasing a car, i have taken the personal loan from Incred because the rate of interest is okay for me and i got the approval immediately other than this my friend has referred to me. I have no idea about the interest rate. It took few minutes for verification after that it took 15 days to get the loan its because of the delay from my side.",4.5,1
364,For the fast service and good response i have selected the personal loan from Home credit. Offered interest rate is nominal hence I'm satisfied of this loan. I applied the loan amount of Rs. 1 lakh but they have sanctioned only Rs. 50000 based on the credit score and profile. I'm paying the EMI amount of Rs. 2950 for the duration of 36 months.,5.0,1
365,"Its because of CITI bank interest rates. I have chosen this bank and its a trustworthy bank. I got the loan disbursement in on time.  I got the interest rate of 12%. Whatever the loan amount I applied, they have sanctioned the same. They charged me a processing fee of Rs. 1,500. I have selected the duration of 24 months and EMI is auto debited from my account.",5.0,1
366,"I have not undergone any difficulties  when applied for this  TATA Capital personal loan .The rate of interest  was very high that  was the issue ,17.5% , loan got sanctioned on time , proper call back and follow up was there  from tata capital and online  if reduce the rate of interest  it will be best that would be my suggestion.",3.5,0
367,"In my Incred personal loan, they have mentioned the interest rate of 26%. For the emergency purpose, i have taken this loan. Its because of the fast approval and easy process, i have chosen this company compared to others. I had applied the loan amount of Rs. 2 lakhs but they have sanctioned only Rs. 1.5 lakhs. They have not informed me about the part payment and pre-closure facility.",5.0,1
368,"INCRED has offered high rate of interest which is high of 26% they couldn't  negotiated as well.  I received the call on delayed  from their end, hence they disburse the amount more than a month. The amount of 2L was offered but got of 1.45L only. They  deducted 10K for fee and insurance  within tenure period of 2 years.  EMI need to pay of 7,812 rupees, there is  pre closure option after one year.",4.0,1
369,I have not faced any issues  when applied for this incred personal loan .The rate of interest and the processing was too high .I have got the update from agent the rate of interest will be less  and later it s high 32%.The loan got sanctioned on time  without any hassles .The agent shared all the information about the loan process.I have  uploaded my documents  as well as submitted .,3.0,0
370,"I applied my personal loan from INCRED, they have offered me a interest rate of 23% but when they have sanctioned the loan it was 28% hence the promised things are not met but process was quite fast. They do have a nice follow up with the customer so customer satisfaction will be there. For the house renovation purpose, I took this loan.",5.0,1
371,"TATA CAPITAL has provided the personal loan with high interest rate of 16%. Since I had some requirement so taken this loan.  I got a call on time, the process was done on smooth of  15 - 20 days, the loan amount was sufficient with tenure period of 3 years. EMI need to pay of 3,300 rupees.",5.0,1
372,"INDUSIND has not charged for documents process.  I applied a personal loan  through online. On time got a call and sanctioned around a week. The executive has visited  to my home address and collected required documents. The loan amount of 5L was sufficient wit tenure period 4 years. The  rate of interest  offered 11.99% and fee amount was deducted of 1600 rupees and made to insurance which is mandatory  so total cost of 1785 rupees.  EMI need to pay of  13,164 rupees. The pre closure is applicable after one year with charges of 4% which is high when compared to other bank.",5.0,1
